N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
561871,2021-07-31 11:46:00,13018,United Kingdom,251,377.29
579754,2021-11-30 14:52:00,17911,United Kingdom,223,366.23
563846,2021-08-19 14:43:00,16672,United Kingdom,114,398.7
581491,2021-12-09 10:02:00,12433,Norway,12,19.8
546037,2021-03-09 10:00:00,14825,United Kingdom,52,247.4
540848,2021-01-12 09:26:00,0,United Kingdom,1330,3808.77
581188,2021-12-07 16:47:00,17735,United Kingdom,1016,893.6
551343,2021-04-28 08:57:00,16187,United Kingdom,46,200.2
559795,2021-07-12 13:26:00,17268,United Kingdom,28,35.0
573277,2021-10-28 13:18:00,14606,United Kingdom,37,112.47
538866,2020-12-14 14:40:00,17841,United Kingdom,318,647.99
542648,2021-01-31 11:46:00,12476,Germany,131,549.58
574252,2021-11-03 13:24:00,12437,France,95,260.48
580278,2021-12-02 13:11:00,13560,United Kingdom,64,174.37
567173,2021-09-18 13:29:00,16689,United Kingdom,266,294.16
544810,2021-02-23 15:53:00,17675,United Kingdom,203,635.41
569213,2021-10-02 12:11:00,13782,United Kingdom,31,142.51
566488,2021-09-13 10:16:00,12940,United Kingdom,95,361.27
541479,2021-01-18 11:54:00,16422,United Kingdom,1108,707.88
538516,2020-12-12 14:49:00,14608,United Kingdom,48,204.0
577701,2021-11-21 12:11:00,13673,United Kingdom,64,183.32
576354,2021-11-14 16:17:00,13881,United Kingdom,656,938.4
539720,2020-12-21 13:22:00,16996,United Kingdom,40,97.84
567630,2021-09-21 13:24:00,15737,United Kingdom,96,183.58
556537,2021-06-13 12:38:00,17725,United Kingdom,274,310.48
557280,2021-06-19 12:19:00,16701,United Kingdom,549,373.5
560280,2021-07-17 15:50:00,16422,United Kingdom,1002,705.3
557125,2021-06-16 18:40:00,17450,United Kingdom,3104,5405.48
560094,2021-07-14 17:13:00,18109,United Kingdom,490,408.22
545906,2021-03-08 09:23:00,15764,United Kingdom,623,1120.93
577549,2021-11-20 15:00:00,17841,United Kingdom,368,444.47
565076,2021-08-31 17:30:00,0,United Kingdom,1,1.65
566823,2021-09-15 11:33:00,14227,United Kingdom,36,15.12
558242,2021-06-27 15:35:00,0,United Kingdom,1,1.65
556085,2021-06-08 15:23:00,0,United Kingdom,73,542.31
571664,2021-10-18 12:59:00,17090,United Kingdom,144,302.4
540024,2021-01-04 13:03:00,15039,United Kingdom,4,23.8
549307,2021-04-08 09:08:00,15119,United Kingdom,88,266.4
568132,2021-09-23 16:22:00,15549,United Kingdom,38,61.58
580830,2021-12-06 11:38:00,14825,United Kingdom,79,101.09
571549,2021-10-18 08:12:00,13536,United Kingdom,302,369.74
552624,2021-05-10 12:53:00,14505,United Kingdom,222,647.76
575744,2021-11-11 10:03:00,14035,United Kingdom,120,300.32
562373,2021-08-04 14:33:00,16672,United Kingdom,98,318.5
543996,2021-02-15 10:46:00,15811,United Kingdom,181,458.53
569983,2021-10-06 19:49:00,17231,United Kingdom,190,381.07
565590,2021-09-05 13:53:00,16029,United Kingdom,179,324.5
560211,2021-07-15 14:34:00,12621,Germany,297,561.06
560988,2021-07-22 13:17:00,15854,United Kingdom,62,356.0
546005,2021-03-08 15:17:00,14426,United Kingdom,379,794.41
546160,2021-03-10 09:49:00,15838,United Kingdom,1844,3277.24
552247,2021-05-06 19:48:00,12748,United Kingdom,14,21.39
558118,2021-06-27 09:11:00,0,United Kingdom,88,460.13
578806,2021-11-25 13:09:00,13149,United Kingdom,396,543.44
553473,2021-05-17 11:28:00,18102,United Kingdom,216,254.88
571317,2021-10-17 10:48:00,17377,United Kingdom,207,358.68
572861,2021-10-26 12:46:00,14102,United Kingdom,263,421.1
536788,2020-12-02 15:25:00,15061,United Kingdom,60,75.0
556903,2021-06-15 12:55:00,14527,United Kingdom,45,144.26
546422,2021-03-13 11:38:00,15547,United Kingdom,123,288.71
546427,2021-03-13 14:29:00,14606,United Kingdom,54,103.89
537828,2020-12-08 14:43:00,15680,United Kingdom,331,478.89
569488,2021-10-04 13:10:00,16440,United Kingdom,459,433.01
553143,2021-05-13 13:15:00,12695,France,33,89.25
566059,2021-09-08 15:22:00,12569,Germany,9,86.0
563819,2021-08-19 11:56:00,14062,United Kingdom,500,1708.68
561643,2021-07-28 15:04:00,15939,United Kingdom,96,178.8
543134,2021-02-03 15:28:00,15885,United Kingdom,1,15.0
537806,2020-12-08 13:21:00,13113,United Kingdom,105,372.97
556721,2021-06-14 11:23:00,15218,United Kingdom,397,690.34
562593,2021-08-07 15:43:00,16549,United Kingdom,461,662.03
580468,2021-12-04 12:31:00,12748,United Kingdom,84,118.54
545465,2021-03-03 09:25:00,16957,United Kingdom,64,114.84
539751,2020-12-21 15:42:00,0,United Kingdom,5,4.25
562031,2021-08-01 17:37:00,16984,United Kingdom,1632,3226.13
575655,2021-11-10 14:28:00,16434,United Kingdom,61,185.18
544585,2021-02-21 14:58:00,12523,France,78,143.4
548259,2021-03-30 11:12:00,14099,United Kingdom,236,244.13
547962,2021-03-28 15:38:00,12957,United Kingdom,251,330.51
555930,2021-06-08 08:26:00,14745,United Kingdom,283,341.07
540255,2021-01-05 16:50:00,0,United Kingdom,485,1331.8
536752,2020-12-02 14:06:00,17850,United Kingdom,104,390.66
566628,2021-09-14 10:32:00,12971,United Kingdom,604,167.0
571712,2021-10-18 16:46:00,14056,United Kingdom,297,611.98
576025,2021-11-13 14:34:00,13232,United Kingdom,72,121.4
556386,2021-06-10 11:49:00,16668,United Kingdom,36,74.16
570095,2021-10-07 11:57:00,12528,Germany,102,274.51
558686,2021-07-01 11:33:00,17706,United Kingdom,137,184.2
553223,2021-05-16 10:28:00,12993,United Kingdom,28,72.4
550651,2021-04-19 16:52:00,15436,United Kingdom,251,489.05
559058,2021-07-06 09:49:00,12407,Belgium,522,719.06
581027,2021-12-07 10:43:00,17091,United Kingdom,180,450.8
551349,2021-04-28 10:03:00,14740,United Kingdom,224,371.4
554310,2021-05-23 15:25:00,0,United Kingdom,497,2133.63
547564,2021-03-24 09:21:00,17512,United Kingdom,315,441.81
568536,2021-09-27 14:01:00,15061,United Kingdom,266,291.24
549319,2021-04-08 10:09:00,16623,United Kingdom,39,129.45
566733,2021-09-14 13:54:00,15103,United Kingdom,148,291.68
566829,2021-09-15 11:46:00,14608,United Kingdom,145,586.95
559138,2021-07-06 13:35:00,16919,United Kingdom,173,215.74
557067,2021-06-16 15:12:00,13098,United Kingdom,768,1221.55
556459,2021-06-10 17:25:00,0,United Kingdom,354,1434.03
560689,2021-07-20 11:55:00,15039,United Kingdom,114,312.9
541204,2021-01-14 12:22:00,14175,United Kingdom,146,322.58
575611,2021-11-10 12:46:00,17861,United Kingdom,260,113.5
579461,2021-11-29 14:42:00,15615,United Kingdom,453,1039.09
538992,2020-12-15 11:56:00,15950,United Kingdom,135,428.82
547209,2021-03-21 14:44:00,13081,United Kingdom,1593,2340.05
581216,2021-12-08 09:06:00,16523,United Kingdom,468,822.62
568104,2021-09-23 15:50:00,16485,United Kingdom,235,363.65
546908,2021-03-17 18:59:00,15648,United Kingdom,91,316.85
536858,2020-12-03 10:36:00,13520,Switzerland,110,303.4
549664,2021-04-11 12:13:00,13113,United Kingdom,24,148.0
537217,2020-12-05 15:40:00,15502,United Kingdom,16,167.2
556573,2021-06-13 13:32:00,14667,United Kingdom,157,480.98
539098,2020-12-16 10:28:00,14841,United Kingdom,274,395.16
539099,2020-12-16 10:30:00,16670,United Kingdom,256,403.61
564039,2021-08-22 12:40:00,12645,Germany,350,511.96
579533,2021-11-30 09:24:00,12953,United Kingdom,84,329.85
574935,2021-11-07 16:54:00,13199,United Kingdom,284,301.04
549193,2021-04-07 10:24:00,12580,Germany,238,415.7
555559,2021-06-05 14:18:00,13862,United Kingdom,206,300.2
575216,2021-11-09 11:04:00,13384,United Kingdom,547,722.2
580553,2021-12-05 10:14:00,12646,USA,408,615.28
573027,2021-10-27 13:26:00,18225,United Kingdom,250,533.18
571205,2021-10-14 12:41:00,15620,United Kingdom,315,678.17
546381,2021-03-11 12:29:00,12748,United Kingdom,9,19.74
552819,2021-05-11 12:50:00,16652,United Kingdom,688,1440.96
552871,2021-05-12 08:52:00,12693,Germany,85,228.87
536974,2020-12-03 13:59:00,12682,France,132,336.24
547811,2021-03-25 14:01:00,17368,United Kingdom,215,194.92
574863,2021-11-07 12:29:00,15719,United Kingdom,373,616.83
542252,2021-01-26 16:01:00,0,United Kingdom,102,709.89
551010,2021-04-26 09:52:00,0,United Kingdom,77,535.05
572055,2021-10-20 12:34:00,17346,United Kingdom,69,252.14
574345,2021-11-04 10:18:00,15845,United Kingdom,168,340.48
547716,2021-03-25 08:52:00,16833,United Kingdom,134,344.41
553203,2021-05-15 16:10:00,14911,EIRE,139,603.78
552365,2021-05-09 12:25:00,16440,United Kingdom,115,272.46
557279,2021-06-19 12:10:00,18077,United Kingdom,169,233.89
537223,2020-12-05 16:10:00,13579,United Kingdom,46,164.7
537195,2020-12-05 13:55:00,15311,United Kingdom,310,650.64
561099,2021-07-25 11:01:00,14100,United Kingdom,64,194.9
576671,2021-11-16 11:55:00,14385,United Kingdom,54,55.16
577539,2021-11-20 14:24:00,14547,United Kingdom,502,507.68
549100,2021-04-06 11:14:00,0,United Kingdom,759,3275.33
536969,2020-12-03 13:10:00,16013,United Kingdom,192,528.0
577129,2021-11-17 19:52:00,15602,United Kingdom,28,46.8
581419,2021-12-08 15:03:00,15484,United Kingdom,740,674.25
569660,2021-10-05 13:05:00,17382,United Kingdom,25,65.4
559680,2021-07-11 14:47:00,12717,Greece,244,421.24
548990,2021-04-05 13:42:00,16170,United Kingdom,202,316.02
561693,2021-07-29 09:48:00,15120,United Kingdom,296,358.82
569899,2021-10-06 16:15:00,13940,United Kingdom,136,225.24
578268,2021-11-23 13:39:00,12748,United Kingdom,1,5.45
551978,2021-05-05 13:43:00,17527,United Kingdom,57,292.11
547007,2021-03-18 14:38:00,0,United Kingdom,1,1.25
569532,2021-10-04 15:19:00,13552,United Kingdom,179,425.52
565122,2021-09-01 11:48:00,13069,United Kingdom,1686,476.76
547897,2021-03-28 11:36:00,12792,Portugal,217,400.54
560693,2021-07-20 12:01:00,13136,United Kingdom,66,119.18
543182,2021-02-04 10:40:00,0,United Kingdom,416,1636.84
577822,2021-11-22 09:34:00,14607,United Kingdom,1600,2000.0
577757,2021-11-21 15:10:00,13755,United Kingdom,14,43.62
570167,2021-10-07 14:04:00,15615,United Kingdom,617,824.41
538080,2020-12-09 14:28:00,17646,United Kingdom,110,251.0
544453,2021-02-20 13:06:00,17214,United Kingdom,51,149.55
575852,2021-11-11 12:17:00,17238,United Kingdom,154,345.99
562450,2021-08-05 08:40:00,12562,France,323,650.0
548003,2021-03-29 10:39:00,18044,United Kingdom,140,289.25
556080,2021-06-08 15:21:00,0,United Kingdom,1014,4801.22
539111,2020-12-16 11:11:00,14414,United Kingdom,146,217.2
538826,2020-12-14 12:58:00,12370,Cyprus,917,1590.82
562583,2021-08-07 13:54:00,15831,United Kingdom,379,141.17
559455,2021-07-08 12:34:00,13018,United Kingdom,264,251.9
572881,2021-10-26 13:36:00,12748,United Kingdom,1502,907.0
572515,2021-10-24 14:37:00,0,United Kingdom,22,16.92
581150,2021-12-07 14:12:00,17266,United Kingdom,13,21.41
554977,2021-05-29 11:03:00,16444,United Kingdom,61,121.0
561324,2021-07-26 13:45:00,14414,United Kingdom,468,295.64
573995,2021-11-02 11:24:00,16308,United Kingdom,3000,960.0
577086,2021-11-17 15:50:00,16070,United Kingdom,206,165.3
580910,2021-12-06 13:29:00,13225,United Kingdom,864,1363.2
563231,2021-08-14 15:42:00,14658,United Kingdom,23,123.14
547911,2021-03-28 12:25:00,14127,United Kingdom,36,137.6
550767,2021-04-20 12:32:00,14776,United Kingdom,384,301.68
544601,2021-02-22 09:00:00,16638,United Kingdom,376,528.27
579840,2021-11-30 16:19:00,18158,United Kingdom,100,109.6
579509,2021-11-29 16:44:00,12963,United Kingdom,47,148.78
577603,2021-11-21 08:40:00,15500,United Kingdom,100,147.04
566709,2021-09-14 11:58:00,16745,United Kingdom,948,821.6
543056,2021-02-03 10:47:00,12471,Germany,180,947.4
539281,2020-12-16 15:45:00,18176,United Kingdom,283,476.35
558771,2021-07-03 15:53:00,17105,United Kingdom,334,346.38
559510,2021-07-08 15:29:00,14961,United Kingdom,456,727.32
542869,2021-02-01 12:27:00,17035,United Kingdom,143,259.51
568588,2021-09-28 10:18:00,14109,United Kingdom,88,144.2
541286,2021-01-17 13:08:00,13982,United Kingdom,304,475.2
556822,2021-06-15 10:22:00,17155,United Kingdom,154,143.3
537620,2020-12-07 14:00:00,13880,United Kingdom,54,97.8
572348,2021-10-24 11:21:00,15482,United Kingdom,264,360.0
554935,2021-05-27 13:30:00,14338,United Kingdom,334,579.97
573289,2021-10-28 14:44:00,12705,Germany,461,968.45
537615,2020-12-07 13:30:00,15898,United Kingdom,20,139.0
546411,2021-03-11 16:43:00,12939,United Kingdom,736,1919.04
540387,2021-01-06 17:58:00,16306,United Kingdom,149,175.15
569126,2021-09-30 13:28:00,13347,United Kingdom,205,341.36
571049,2021-10-13 13:43:00,16670,United Kingdom,181,341.78
554034,2021-05-20 14:06:00,13324,United Kingdom,144,208.8
567661,2021-09-21 15:06:00,13959,United Kingdom,159,260.76
543481,2021-02-08 16:25:00,14606,United Kingdom,68,103.1
576540,2021-11-15 12:48:00,18043,United Kingdom,36,107.7
565780,2021-09-06 15:30:00,13130,United Kingdom,32,64.0
573770,2021-11-01 10:12:00,15214,United Kingdom,96,183.2
563500,2021-08-16 17:25:00,15856,United Kingdom,416,423.84
572101,2021-10-20 15:47:00,16705,United Kingdom,102,302.58
551775,2021-05-04 11:21:00,12886,United Kingdom,416,775.0
540418,2021-01-07 11:04:00,0,United Kingdom,1075,2688.72
580557,2021-12-05 10:19:00,14911,EIRE,34,75.4
580256,2021-12-02 12:24:00,14688,United Kingdom,254,567.37
538349,2020-12-10 14:59:00,0,United Kingdom,1504,6602.31
555321,2021-06-02 11:01:00,0,United Kingdom,32,223.06
558068,2021-06-24 15:51:00,0,United Kingdom,268,1286.67
571842,2021-10-19 12:28:00,16684,United Kingdom,236,684.2
573390,2021-10-30 14:53:00,17213,United Kingdom,209,500.61
555587,2021-06-06 09:13:00,15687,United Kingdom,128,277.0
576359,2021-11-14 16:59:00,14680,United Kingdom,469,1167.6
565778,2021-09-06 15:04:00,17460,United Kingdom,59,159.85
577483,2021-11-20 11:50:00,14502,United Kingdom,245,351.13
557320,2021-06-20 08:50:00,15854,United Kingdom,54,321.3
541932,2021-01-24 11:39:00,14439,Greece,526,2661.24
567174,2021-09-18 13:31:00,16438,United Kingdom,117,204.4
580167,2021-12-02 11:28:00,17386,United Kingdom,880,989.08
550335,2021-04-17 14:36:00,15535,United Kingdom,15,118.85
572997,2021-10-27 11:24:00,17878,United Kingdom,401,379.45
544394,2021-02-18 12:02:00,13932,United Kingdom,72,307.4
542994,2021-02-02 12:03:00,17230,United Kingdom,198,675.0
537053,2020-12-05 11:38:00,16168,United Kingdom,124,275.8
543532,2021-02-09 12:59:00,0,United Kingdom,126,937.55
575757,2021-11-11 10:49:00,17295,United Kingdom,71,147.1
559804,2021-07-12 14:17:00,17405,United Kingdom,334,393.31
538529,2020-12-13 10:24:00,14290,United Kingdom,220,777.56
550025,2021-04-14 11:19:00,17315,United Kingdom,56,146.0
547884,2021-03-28 09:07:00,13481,United Kingdom,471,665.28
576386,2021-11-15 09:42:00,13777,United Kingdom,106,224.66
569243,2021-10-03 09:44:00,13344,United Kingdom,258,565.49
537415,2020-12-06 15:09:00,16654,United Kingdom,63,227.4
580367,2021-12-02 16:39:00,0,United Kingdom,1872,6821.21
571839,2021-10-19 12:12:00,14107,United Kingdom,187,241.29
571069,2021-10-13 15:15:00,13668,United Kingdom,97,188.94
544312,2021-02-17 14:26:00,17841,United Kingdom,3,8.25
568095,2021-09-23 14:49:00,14911,EIRE,1242,2241.81
546731,2021-03-16 11:39:00,13089,United Kingdom,468,961.56
575855,2021-11-11 12:24:00,14527,United Kingdom,76,198.29
556954,2021-06-16 08:38:00,15585,United Kingdom,320,455.3
564758,2021-08-30 10:39:00,0,United Kingdom,373,1645.83
568226,2021-09-26 10:39:00,16719,United Kingdom,231,211.32
574923,2021-11-07 16:40:00,17757,United Kingdom,119,195.0
551197,2021-04-27 11:26:00,14078,United Kingdom,68,166.4
541592,2021-01-19 15:08:00,0,United Kingdom,1431,3882.43
558558,2021-06-30 13:17:00,17841,United Kingdom,206,300.34
580778,2021-12-06 11:07:00,16949,United Kingdom,92,82.04
554561,2021-05-25 10:35:00,13317,United Kingdom,76,207.3
572182,2021-10-21 10:32:00,13588,United Kingdom,436,425.38
556811,2021-06-14 16:52:00,14997,United Kingdom,312,155.28
540687,2021-01-10 17:18:00,15867,United Kingdom,177,237.19
580045,2021-12-01 12:39:00,13090,United Kingdom,78,355.38
563094,2021-08-11 17:35:00,14525,United Kingdom,536,668.56
566597,2021-09-13 15:23:00,14194,United Kingdom,160,446.31
557069,2021-06-16 15:22:00,12562,France,270,510.27
564137,2021-08-23 11:30:00,15722,United Kingdom,295,654.15
565400,2021-09-02 16:58:00,0,United Kingdom,1,1.65
577101,2021-11-17 16:51:00,13138,United Kingdom,66,130.7
539571,2020-12-20 12:06:00,15078,United Kingdom,2,15.9
559541,2021-07-10 12:40:00,18024,United Kingdom,36,52.2
556497,2021-06-12 15:31:00,15271,United Kingdom,97,175.09
548185,2021-03-29 14:58:00,15628,United Kingdom,173,371.83
561062,2021-07-24 13:56:00,16668,United Kingdom,6,19.5
571081,2021-10-13 15:23:00,16775,United Kingdom,62,208.43
563907,2021-08-21 11:57:00,14733,United Kingdom,78,316.98
571505,2021-10-17 15:19:00,17244,United Kingdom,616,954.9
555416,2021-06-03 10:15:00,14408,United Kingdom,264,376.15
567489,2021-09-20 14:08:00,18135,United Kingdom,57,123.65
547204,2021-03-21 13:58:00,13491,United Kingdom,60,90.8
564339,2021-08-24 14:46:00,15939,United Kingdom,136,202.0
568651,2021-09-28 12:04:00,12362,Belgium,267,829.99
562588,2021-08-07 15:07:00,0,United Kingdom,1,1.95
571408,2021-10-17 12:22:00,15012,United Kingdom,145,231.98
575339,2021-11-09 14:29:00,15555,United Kingdom,94,312.12
569868,2021-10-06 14:59:00,13018,United Kingdom,525,412.17
563662,2021-08-18 11:40:00,12729,France,233,453.01
578707,2021-11-25 11:20:00,17870,United Kingdom,231,376.02
570849,2021-10-12 14:43:00,15473,United Kingdom,80,204.0
552894,2021-05-12 10:53:00,14606,United Kingdom,64,108.94
553882,2021-05-19 15:30:00,16672,United Kingdom,78,249.3
562580,2021-08-07 13:31:00,14024,United Kingdom,99,262.45
555642,2021-06-06 13:18:00,18248,United Kingdom,242,496.46
577514,2021-11-20 13:00:00,16212,United Kingdom,93,192.19
544338,2021-02-18 08:47:00,12852,United Kingdom,149,311.55
547105,2021-03-21 11:20:00,13854,United Kingdom,108,305.52
562379,2021-08-04 15:17:00,15134,United Kingdom,126,203.78
548492,2021-03-31 13:14:00,17841,United Kingdom,115,213.0
536561,2020-12-01 15:06:00,12921,United Kingdom,140,322.4
571891,2021-10-19 14:10:00,0,United Kingdom,5,7.85
571323,2021-10-17 11:07:00,13534,United Kingdom,203,383.55
541946,2021-01-24 11:50:00,17591,United Kingdom,151,309.43
547969,2021-03-28 16:27:00,17238,United Kingdom,145,250.76
539628,2020-12-20 14:49:00,18097,United Kingdom,256,182.52
570271,2021-10-10 10:29:00,13756,United Kingdom,233,292.99
545759,2021-03-07 11:56:00,16316,United Kingdom,204,806.05
578028,2021-11-22 13:30:00,17371,United Kingdom,27,55.81
567823,2021-09-22 12:55:00,12910,United Kingdom,456,563.28
547226,2021-03-21 15:33:00,14167,United Kingdom,33,110.65
568176,2021-09-25 13:25:00,12685,France,112,222.6
570022,2021-10-07 10:21:00,14067,United Kingdom,145,150.03
539580,2020-12-20 12:51:00,15312,United Kingdom,177,289.74
581281,2021-12-08 11:36:00,18109,United Kingdom,191,692.67
536585,2020-12-01 16:24:00,17460,United Kingdom,2,19.9
559934,2021-07-14 09:58:00,13012,United Kingdom,198,304.92
570206,2021-10-09 10:13:00,15465,United Kingdom,22,149.1
562878,2021-08-10 10:45:00,16241,United Kingdom,78,120.84
575668,2021-11-10 14:59:00,18283,United Kingdom,64,112.35
577669,2021-11-21 10:48:00,15567,United Kingdom,223,186.01
574716,2021-11-06 14:33:00,14502,United Kingdom,28,89.27
551506,2021-04-28 17:13:00,0,United Kingdom,6,2.52
538108,2020-12-09 15:23:00,17456,United Kingdom,222,249.86
572333,2021-10-24 10:23:00,13704,United Kingdom,143,219.33
544574,2021-02-21 13:51:00,12365,Cyprus,173,320.69
554542,2021-05-25 08:32:00,15194,United Kingdom,260,499.08
552690,2021-05-10 15:10:00,16676,United Kingdom,74,304.44
548334,2021-03-30 13:56:00,18108,United Kingdom,84,271.0
548940,2021-04-05 10:31:00,15061,United Kingdom,96,81.6
563435,2021-08-16 12:29:00,16131,United Kingdom,450,596.98
564733,2021-08-28 13:18:00,17841,United Kingdom,434,526.26
543799,2021-02-13 11:22:00,17236,United Kingdom,40,119.76
578813,2021-11-25 13:33:00,14946,United Kingdom,22,100.9
562716,2021-08-08 15:35:00,14257,United Kingdom,628,1388.92
550301,2021-04-17 10:15:00,17243,United Kingdom,172,345.05
555928,2021-06-08 08:02:00,12383,Belgium,20,99.45
567062,2021-09-16 11:48:00,16108,United Kingdom,615,842.5
557527,2021-06-21 09:44:00,13941,United Kingdom,402,712.3
572835,2021-10-26 11:49:00,17428,United Kingdom,321,615.4
573100,2021-10-27 14:49:00,17528,United Kingdom,206,389.96
576058,2021-11-13 15:15:00,15654,United Kingdom,329,595.02
547669,2021-03-24 13:37:00,12748,United Kingdom,126,163.46
554865,2021-05-27 10:37:00,14280,United Kingdom,52,134.04
563268,2021-08-15 12:47:00,13940,United Kingdom,140,172.44
575897,2021-11-11 14:53:00,15492,United Kingdom,156,171.72
567869,2021-09-22 14:18:00,16669,United Kingdom,5,0.4
568148,2021-09-25 11:36:00,14135,United Kingdom,80,324.0
553500,2021-05-17 12:58:00,17504,United Kingdom,12,39.0
569742,2021-10-06 10:53:00,16478,United Kingdom,4,33.0
557134,2021-06-17 09:12:00,17306,United Kingdom,236,511.8
575634,2021-11-10 13:44:00,13266,United Kingdom,412,301.06
546156,2021-03-10 08:31:00,14297,United Kingdom,78,232.6
580533,2021-12-04 15:55:00,13098,United Kingdom,18,96.3
540664,2021-01-10 15:18:00,15044,United Kingdom,87,263.0
564061,2021-08-22 14:38:00,14505,United Kingdom,586,1062.88
554090,2021-05-22 12:22:00,17315,United Kingdom,72,117.93
550448,2021-04-18 12:42:00,16746,United Kingdom,7,20.85
571945,2021-10-20 10:34:00,17354,United Kingdom,1006,1393.06
569365,2021-10-03 15:24:00,18102,United Kingdom,300,1094.71
543538,2021-02-09 13:57:00,16143,United Kingdom,158,401.5
536386,2020-12-01 09:57:00,16029,United Kingdom,236,508.2
557468,2021-06-20 13:14:00,16713,United Kingdom,396,529.67
581000,2021-12-07 08:03:00,12720,Germany,168,382.47
537042,2020-12-05 10:45:00,13838,United Kingdom,83,238.11
571435,2021-10-17 13:23:00,14211,United Kingdom,377,546.23
569574,2021-10-05 10:30:00,15127,United Kingdom,251,406.53
561678,2021-07-28 18:33:00,17931,United Kingdom,85,111.16
576558,2021-11-15 13:07:00,17086,United Kingdom,228,338.16
550630,2021-04-19 14:49:00,14298,United Kingdom,2621,1507.67
545339,2021-03-02 08:26:00,14292,United Kingdom,228,463.0
544603,2021-02-22 09:10:00,17526,United Kingdom,96,634.2
553869,2021-05-19 14:27:00,15394,United Kingdom,304,848.78
556254,2021-06-09 16:57:00,13213,United Kingdom,119,136.25
552273,2021-05-08 12:26:00,13021,United Kingdom,198,348.3
540495,2021-01-07 17:04:00,0,United Kingdom,2,10.9
556073,2021-06-08 15:05:00,16358,United Kingdom,221,462.15
542520,2021-01-28 12:21:00,15547,United Kingdom,167,238.67
564034,2021-08-22 12:22:00,12935,United Kingdom,322,316.02
541571,2021-01-19 12:38:00,12841,United Kingdom,133,169.68
562610,2021-08-08 11:56:00,16333,United Kingdom,1132,1282.0
570499,2021-10-11 09:19:00,12772,Portugal,556,892.47
576228,2021-11-14 13:12:00,15033,United Kingdom,269,281.43
539326,2020-12-17 09:22:00,14560,United Kingdom,69,408.17
556732,2021-06-14 11:47:00,15039,United Kingdom,238,474.87
566950,2021-09-15 16:34:00,17594,United Kingdom,330,678.18
577048,2021-11-17 13:50:00,13247,United Kingdom,38,65.7
575759,2021-11-11 10:50:00,0,France,213,132.95
550665,2021-04-20 09:31:00,12530,Germany,232,417.6
547926,2021-03-28 13:59:00,12481,Germany,268,229.48
562537,2021-08-05 15:02:00,12517,Germany,421,771.75
575134,2021-11-08 14:49:00,14667,United Kingdom,26,97.7
572899,2021-10-26 14:50:00,13435,United Kingdom,174,558.6
558248,2021-06-27 16:48:00,13798,United Kingdom,392,576.08
549961,2021-04-13 13:51:00,16652,United Kingdom,2,25.5
549976,2021-04-13 14:39:00,15855,United Kingdom,66,106.4
581168,2021-12-07 14:52:00,16779,United Kingdom,154,344.66
563164,2021-08-12 12:18:00,16013,United Kingdom,204,505.8
569002,2021-09-29 17:53:00,17572,United Kingdom,15,30.75
571430,2021-10-17 12:51:00,13090,United Kingdom,74,331.9
560916,2021-07-21 18:19:00,14911,EIRE,229,325.64
539742,2020-12-21 15:20:00,0,United Kingdom,43,392.72
567914,2021-09-22 17:14:00,12647,Germany,64,158.85
561654,2021-07-28 15:58:00,14973,United Kingdom,255,356.89
572061,2021-10-20 12:53:00,12474,Germany,554,740.41
556365,2021-06-10 11:44:00,16370,United Kingdom,158,271.04
544789,2021-02-23 12:25:00,13993,United Kingdom,98,499.7
560244,2021-07-17 12:14:00,16931,United Kingdom,243,268.76
578031,2021-11-22 13:41:00,15796,United Kingdom,80,376.2
544125,2021-02-16 11:53:00,13199,United Kingdom,268,285.24
564082,2021-08-23 08:51:00,12627,Germany,4,72.0
568547,2021-09-27 14:37:00,15568,United Kingdom,169,228.31
554930,2021-05-27 13:17:00,15939,United Kingdom,600,252.0
560535,2021-07-19 12:13:00,13167,United Kingdom,367,242.91
563439,2021-08-16 13:05:00,0,United Kingdom,718,3148.4
547192,2021-03-21 12:32:00,15855,United Kingdom,68,95.8
539418,2020-12-17 13:58:00,17007,United Kingdom,72,135.12
576147,2021-11-14 10:49:00,16303,United Kingdom,634,1324.3
545311,2021-03-01 13:45:00,15660,United Kingdom,108,155.0
552121,2021-05-06 11:40:00,15757,United Kingdom,167,261.36
537598,2020-12-07 12:37:00,14135,United Kingdom,80,319.0
548190,2021-03-29 15:18:00,17511,United Kingdom,42,258.18
543657,2021-02-11 10:38:00,15133,United Kingdom,106,333.2
568786,2021-09-29 09:16:00,15144,United Kingdom,128,303.2
544819,2021-02-23 17:15:00,12748,United Kingdom,34,69.59
570677,2021-10-11 15:10:00,12836,United Kingdom,206,500.33
550462,2021-04-18 13:22:00,16458,United Kingdom,138,198.0
568196,2021-09-25 14:44:00,16705,United Kingdom,248,322.94
556937,2021-06-15 16:05:00,17716,United Kingdom,626,1175.32
545900,2021-03-07 17:42:00,17817,United Kingdom,1,195.0
574170,2021-11-03 11:43:00,16221,United Kingdom,450,549.49
580660,2021-12-05 13:49:00,16592,United Kingdom,608,918.16
577905,2021-11-22 11:51:00,15497,United Kingdom,96,291.6
553050,2021-05-13 10:09:00,15498,United Kingdom,161,344.15
571118,2021-10-14 08:29:00,16239,United Kingdom,46,66.3
540167,2021-01-05 12:13:00,16600,United Kingdom,182,125.86
560494,2021-07-19 10:51:00,0,United Kingdom,24,20.4
